TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
10899	74993	"b""It is very difficult to express my thoughts . I know the subject , but I ca n't combine and articulate my thoughts . What should I do ?"""	"b""It is very difficult to combine and articulate my thoughts . I know the subject , but I ca n't express my thoughts . What should I do ?"""	 very difficult 	 difficult 	O O B E O O O O O O O O O O O O O O O O O O O O O O O O O	O O O S O O O O O O O O O O O O O O O O O O O O O O O O O	0
10899	111945	"b""It is very difficult to express my thoughts . I know the subject , but I ca n't combine and articulate my thoughts . What should I do ?"""	"b""It is very difficult to combine and articulate my thoughts . I know the subject , but I ca n't express my thoughts . What should I do ?"""	 very difficult to 	 difficult to 	O O B I E O O O O O O O O O O O O O O O O O O O O O O O O	O O O B E O O O O O O O O O O O O O O O O O O O O O O O O	0
10902	45297	b'What does high skill , normal skill , or very high skill mean on DotaBuff ?'	"b""`` What does `` normal skill `` , `` high skill `` , or `` very high skill `` mean on DotaBuff ? ''"""	 very high 	 high 	O O O O O O O O O B E O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O	1
10902	110366	b'What does high skill , normal skill , or very high skill mean on DotaBuff ?'	"b""`` What does `` normal skill `` , `` high skill `` , or `` very high skill `` mean on DotaBuff ? ''"""	 very high 	 high 	O O O O O O O O O B E O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O	1
10903	28825	b'What Japanese word would these pretty girls most likely have been translating when they called me , a man , Japanese ?'	"b""`` What Japanese word would these Japanese girls most likely have been translating when they called me , a man , `` pretty `` ? ''"""	 most likely 	 likely 	O O O O O O O B E O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O	0
10903	163183	b'What Japanese word would these pretty girls most likely have been translating when they called me , a man , Japanese ?'	"b""`` What Japanese word would these Japanese girls most likely have been translating when they called me , a man , `` pretty `` ? ''"""	 most likely 	 likely 	O O O O O O O B E O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O	0
10903	396816	b'What Japanese word would these pretty girls most likely have been translating when they called me , a man , Japanese ?'	"b""`` What Japanese word would these Japanese girls most likely have been translating when they called me , a man , `` pretty `` ? ''"""	 most likely 	 likely 	O O O O O O O B E O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O	0
10915	65537	b'What are some major landforms in Florida , and how do they compare to the most famous landforms in Texas ?'	b'What are some major landforms in Texas , and how do they compare to the most famous landforms in Florida ?'	 most famous 	 famous 	O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O S O O O O	0
10939	36773	"b""What 's the most efficient classification algorithm for unbalanced data sets ? And what pre-processing could be done to optimize the score ?"""	"b""What 's the most unbalanced algorithm classification for efficient data sets ? And what pre-processing could be done to optimize the score ?"""	 most efficient 	 efficient 	O O O B E O O O O O O O O O O O O O O O O O O	O O O O O O O O S O O O O O O O O O O O O O O	0
10939	73636	"b""What 's the most efficient classification algorithm for unbalanced data sets ? And what pre-processing could be done to optimize the score ?"""	"b""What 's the most unbalanced algorithm classification for efficient data sets ? And what pre-processing could be done to optimize the score ?"""	 most efficient 	 efficient 	O O O B E O O O O O O O O O O O O O O O O O O	O O O O O O O O S O O O O O O O O O O O O O O	0
10965	246706	b'Why did people in countries allied with the U.S. militarily vote the U.S as the biggest threat to world peace ?'	b'Why did people in countries allied with the U.S militarily vote the U.S. the biggest threat to world peace ?'	 world peace 	 peace 	O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O S O	1
10966	236919	b'I was bit low yesterday night ... I felt very confused . How would someone feel if they are confused when they die ?'	b'I was bit confused yesterday night ... I felt very low . How would someone feel if they are confused when they die ?'	 very confused 	 confused 	O O O O O O O O O B E O O O O O O O O O O O O O	O O O S O O O O O O O O O O O O O O O O O O O O	0
10971	113568	b'Why am I always tired throughout the day but then at bedtime I am wide awake ?'	b'Why am I wide awake throughout the day but then at bedtime I am always tired ?'	 wide awake 	 awake 	O O O O O O O O O O O O O O B E O	O O O O S O O O O O O O O O O O O	0
10974	543619	b'Are the Democratic voters average IQ much better than the Republican voters average IQ this election ?'	b'Are the Republican voters average IQ much better than the Democratic voters average IQ this election ?'	 much better 	 much 	O O O O O O B E O O O O O O O O O	O O O O O O S O O O O O O O O O O	0
10995	494251	b'What are the major differences between being a French colony and a British colony ?'	b'What are the major differences between being a British colony and a French colony ?'	 major differences between 	 differences between 	O O O B I E O O O O O O O O O	O O O O B E O O O O O O O O O	1
11004	399240	b'Why did actress Lisa Edelstein ( Lisa Cuddy ) leave House and never came back even in the finale ?'	b'Why did actress Lisa Cuddy ( Lisa Edelstein ) leave House and never came back even in the finale ?'	 came back 	 came 	O O O O O O O O O O O O O B E O O O O O	O O O O O O O O O O O O O S O O O O O O	1
11005	34820	"b""I was depressed but I do n't feel same about myself and feel very beautiful . What should I do to gain my confidence again ?"""	"b""I was beautiful but I do n't feel same about myself and feel very depressed . What should I do to gain my confidence again ?"""	 very beautiful 	 beautiful 	O O O O O O O O O O O O O B E O O O O O O O O O O O	O O S O O O O O O O O O O O O O O O O O O O O O O O	0
11005	537932	"b""I was depressed but I do n't feel same about myself and feel very beautiful . What should I do to gain my confidence again ?"""	"b""I was beautiful but I do n't feel same about myself and feel very depressed . What should I do to gain my confidence again ?"""	 depressed 	 very depressed 	O O S O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O B E O O O O O O O O O O O	0
11015	125565	b'If you change your phone ( get a new iphone ) does it unblock the numbers u had deleted on imessage before even when all the numbers got blocked ?'	b'If you change your phone ( get a new iphone ) does it unblock the numbers u had blocked on imessage before even when all the numbers got deleted ?'	 even when 	 when 	O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O S O O O O O O	0
11049	105366	b'Where can I find free ( or cheap ) streaming data in order to create a POC ?'	b'Where can I find cheap ( or free ) streaming data in order to create a POC ?'	 order to create 	 to create 	O O O O O O O O O O O O B I E O O O	O O O O O O O O O O O O O B E O O O	1
11049	130621	b'Where can I find free ( or cheap ) streaming data in order to create a POC ?'	b'Where can I find cheap ( or free ) streaming data in order to create a POC ?'	 data in order to 	 data in 	O O O O O O O O O O B I I E O O O O	O O O O O O O O O O B E O O O O O O	1
11049	137512	b'Where can I find free ( or cheap ) streaming data in order to create a POC ?'	b'Where can I find cheap ( or free ) streaming data in order to create a POC ?'	 data in 	 data in order to 	O O O O O O O O O O B E O O O O O O	O O O O O O O O O O B I I E O O O O	1
11071	99638	b'What are the most popular beverages to order on international flights and/or domestic flights ?'	b'What are the most popular beverages to order on domestic flights and/or international flights ?'	 most popular 	 popular 	O O O B E O O O O O O O O O O	O O O O S O O O O O O O O O O	1
11080	118146	b'What does it say about someone if they do poorly on multiple choice but very well on the free response of the test ?'	b'What does it say about someone if they do very well on multiple choice but poorly on the free response of the test ?'	 very well 	 well 	O O O O O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O O S O O O O O O O O O O O O O	0
11080	213817	b'What does it say about someone if they do poorly on multiple choice but very well on the free response of the test ?'	b'What does it say about someone if they do very well on multiple choice but poorly on the free response of the test ?'	 very well 	 very 	O O O O O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O	0
11080	238227	b'What does it say about someone if they do poorly on multiple choice but very well on the free response of the test ?'	b'What does it say about someone if they do very well on multiple choice but poorly on the free response of the test ?'	 very well 	 very 	O O O O O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O	0
11080	321033	b'What does it say about someone if they do poorly on multiple choice but very well on the free response of the test ?'	b'What does it say about someone if they do very well on multiple choice but poorly on the free response of the test ?'	 very well 	 well 	O O O O O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O O S O O O O O O O O O O O O O	0
11080	351813	b'What does it say about someone if they do poorly on multiple choice but very well on the free response of the test ?'	b'What does it say about someone if they do very well on multiple choice but poorly on the free response of the test ?'	 very well 	 well 	O O O O O O O O O O O O O O B E O O O O O O O O	O O O O O O O O O O S O O O O O O O O O O O O O	0
11088	392782	"b""How could one know if a country 's government secretly printed a load of its own currency and put it into circulation via its national bank ?"""	"b""How could one know if a country 's government secretly printed a load of its national currency and put it into circulation via its own bank ?"""	 a country 's 	 a country 	O O O O O B I E O O O O O O O O O O O O O O O O O O O	O O O O O B E O O O O O O O O O O O O O O O O O O O O	0
11107	44919	b'What is the reason why Magic City is called the Birmingham ?'	"b""`` What is the reason why Birmingham is called the `` Magic City `` ? ''"""	 is the reason why 	 is the reason 	O B I I E O O O O O O O	O O B I E O O O O O O O O O O O	0
11107	83008	b'What is the reason why Magic City is called the Birmingham ?'	"b""`` What is the reason why Birmingham is called the `` Magic City `` ? ''"""	 is the reason 	 is the reason why 	O B I E O O O O O O O O	O O B I I E O O O O O O O O O O	0
11119	364922	b'If I am not close but blind to close my eye for 10 years what would happen to me ?'	b'If I am not blind but choose to close my eye for 10 years what would happen to me ?'	 10 years 	 years 	O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O S O O O O O O	0
