	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
15967	1801063894.jpg#4r1e	1176418.0	A woman standing on a rock prepares to jump into the water.	A woman is getting ready to jump into water	 prepares to 	 getting ready to 	entailment
15968	1801063894.jpg#4r1e	1266932.0	A woman standing on a rock prepares to jump into the water.	A woman is getting ready to jump into water	 prepares to 	 is getting ready to 	entailment
15969	2000387055.jpg#3r1c	454385.0	A girl in a striped bodysuit stands in a window's winter display.	A girl in a striped bodysuit is standing in her mothers kitchen, wishing she was home.	 stands in 	 standing in 	contradiction
15970	2000387055.jpg#3r1n	454385.0	A girl in a striped bodysuit stands in a window's winter display.	A girl is standing in a toy stores window display.	 stands in 	 standing in 	neutral
15971	2345391999.jpg#2r1n	787804.0	A woman in blue goggles is sitting in a pool.	A woman in blue goggles is sitting outside in a pool.	 sitting in 	 sitting outside 	neutral
15972	5547783051.jpg#0r1n	808939.0	One man in a red zipped jacket watching another man in a black jacket jumping in midair while a black Audi car with European license plates and a large building with yellow siding sit in the background.	A man and his friend show their excitement at receiving a loan to start a business.	 another man 	 man 	neutral
15973	5243694558.jpg#0r1e	614786.0	An older woman with a little girl toddler looking at a white and red dollhouse and playing with it.	The woman and the girl are playing.	 little girl 	 girl 	entailment
15974	5243694558.jpg#0r1n	614786.0	An older woman with a little girl toddler looking at a white and red dollhouse and playing with it.	A girl and her grandmother are enjoying playing together.	 little girl 	 girl 	neutral
15975	6953338290.jpg#3r1n	1266467.0	A young man is leaning on a tree in the grass and reading a book.	A young man leaning on tree	 young man 	 young 	neutral
15976	6953338290.jpg#3r1e	1266467.0	A young man is leaning on a tree in the grass and reading a book.	A young man is reading book.	 young man 	 young 	entailment
15977	37120680.jpg#0r3n	601530.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A light brunette is located near buckets.	 is located 	 located near 	neutral
15978	37120680.jpg#0r3n	728939.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A light brunette is located near buckets.	 located near 	 is located 	neutral
15979	37120680.jpg#0r3c	601530.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A blond is located near buckets.	 is located 	 located near 	contradiction
15980	37120680.jpg#0r3c	728939.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A blond is located near buckets.	 located near 	 is located 	contradiction
15981	37120680.jpg#0r3e	601530.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A brunette is located near buckets.	 is located 	 located near 	entailment
15982	37120680.jpg#0r3e	728939.0	A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.	A brunette is located near buckets.	 located near 	 is located 	entailment
15983	154362163.jpg#4r2e	1224761.0	a woman is showing two children something.	a woman shows two children something	 two children 	 children 	entailment
15984	154362163.jpg#4r4c	1224761.0	a woman is showing two children something.	Two children are running across a parking lot while their father yells to them.	 two children 	 children 	contradiction
15985	154362163.jpg#4r4e	1224761.0	a woman is showing two children something.	Two children are looking at something.	 two children 	 children 	entailment
15986	154362163.jpg#4r5n	1224761.0	a woman is showing two children something.	The woman shows the children how to tie their shoes.	 two children 	 children 	neutral
15987	154362163.jpg#4r4n	1224761.0	a woman is showing two children something.	A mother shows two children a scary bug.	 two children 	 children 	neutral
15988	4688805626.jpg#4r1c	1484885.0	A group of men are playing ball.	A group of women are playing hockey.	 of men 	 of women 	contradiction
15989	4857640829.jpg#0r1e	995035.0	Two young children (one boy and one girl) are playing in the watter by a brick wall.	A boy and a girl play in the water.	 playing in 	 play in 	entailment
15990	4857640829.jpg#0r1e	1002727.0	Two young children (one boy and one girl) are playing in the watter by a brick wall.	A boy and a girl play in the water.	 playing in 	 play in 	entailment
15991	4011629669.jpg#3r1n	1342086.0	A female child walks down a sidewalk while a male child watches.	There are children near	 child 	 are children 	neutral
15992	4467116231.jpg#1r1e	1224761.0	A group of people with two children standing in water up to their ankles.	Two children have wet feet.	 two children 	 children 	entailment
15993	6847695941.jpg#1r1e	1266467.0	A young man performs a trick on his scooter in midair above some concrete steps.	A young is performing outdoors.	 young man 	 young 	neutral
15994	6847695941.jpg#1r1c	1266467.0	A young man performs a trick on his scooter in midair above some concrete steps.	A young man swims in the ocean.	 young man 	 young 	contradiction
15995	6847695941.jpg#1r1n	1266467.0	A young man performs a trick on his scooter in midair above some concrete steps.	A young man performs with his skateboard crew.	 young man 	 young 	neutral
15996	2144049642.jpg#1r1e	614786.0	A little girl is carefully coloring in the pictures of a coloring book.	A girl coloring.	 little girl 	 girl 	entailment
15997	2144049642.jpg#1r1n	614786.0	A little girl is carefully coloring in the pictures of a coloring book.	A little girl colors in pictures for a drawing contest.	 little girl 	 girl 	neutral
15998	3478471864.jpg#1r1e	951275.0	A dancer on a stage is performing a move that involves her fellow dancers standing behind her and sticking out their arms so that it looks like she has multiple arms.	A dancer performs a move on stage.	 performing a 	 performs a 	entailment
15999	3000959758.jpg#2r1n	66340.0	A very busy city street at night with bicyclists and taxis in the road.	The busy street has a lot of accidents.	 very busy 	 busy 	neutral
16000	6894308947.jpg#4r1c	1395921.0	The little family looks happy in the picture.	The family are all frowning.	 little family 	 family 	contradiction
16001	6894308947.jpg#4r1e	1395921.0	The little family looks happy in the picture.	The family is happy.	 little family 	 family 	entailment
16002	6894308947.jpg#4r1n	1395921.0	The little family looks happy in the picture.	The family is faking their smiles.	 little family 	 family 	neutral
16003	2656351.jpg#4r1n	614786.0	A little girl holding a baby	A little Asian girl is carrying an infant	 little girl 	 girl 	neutral
16004	2656351.jpg#4r1e	614786.0	A little girl holding a baby	A girl is carrying an infant	 little girl 	 girl 	entailment
16005	2656351.jpg#2r1n	614786.0	A little girl on a couch holding an infant.	A girl holds her sister.	 little girl 	 girl 	neutral
16006	2656351.jpg#2r1e	614786.0	A little girl on a couch holding an infant.	A girl holds a baby.	 little girl 	 girl 	entailment
16007	2656351.jpg#2r1c	614786.0	A little girl on a couch holding an infant.	A girl holds a chicken.	 little girl 	 girl 	contradiction
16008	483039719.jpg#2r1e	1266467.0	a young man wearing a gray and black shirt and a white headband	A young man wearing a shirt and a headband.	 young man 	 young 	entailment
16009	483039719.jpg#2r1c	1266467.0	a young man wearing a gray and black shirt and a white headband	A young women wearing a dress and heels.	 young man 	 young 	contradiction
16010	483039719.jpg#2r1n	1266467.0	a young man wearing a gray and black shirt and a white headband	A young Asian male wearing a shirt and a headband.	 young man 	 young 	neutral
16011	2383642818.jpg#3r1n	614786.0	A little girl chasing pigeons in a park.	Little girl pigeon chasing.	 little girl 	 girl 	neutral
16012	2383642818.jpg#3r1e	614786.0	A little girl chasing pigeons in a park.	Little girl pigeon chasing in park.	 little girl 	 girl 	entailment
16013	4011629669.jpg#4r1e	614786.0	A little boy and little girl on a porch look at something.	The boy and girl are outside on the porch.	 little girl 	 girl 	entailment
16014	4766583860.jpg#2r1n	107229.0	A little girl is playing on the swings.	A little girl is swinging during recess.	 little girl is 	 girl is 	neutral
16015	4766583860.jpg#2r1n	614786.0	A little girl is playing on the swings.	A little girl is swinging during recess.	 little girl 	 girl 	neutral
16016	4766583860.jpg#2r1e	107229.0	A little girl is playing on the swings.	A little girl is playing on swings.	 little girl is 	 girl is 	entailment
16017	4766583860.jpg#2r1e	614786.0	A little girl is playing on the swings.	A little girl is playing on swings.	 little girl 	 girl 	entailment
16018	4766583860.jpg#2r1c	614786.0	A little girl is playing on the swings.	A little girl plays on the sled.	 little girl 	 girl 	contradiction
16019	2447754764.jpg#3r1n	1266467.0	A young man plays a grand piano while others visit nearby.	The talented young man plays the piano for the event.	 young man 	 young 	neutral
16020	2447754764.jpg#3r1e	1266467.0	A young man plays a grand piano while others visit nearby.	The young man plays the piano.	 young man 	 young 	entailment
16021	1303335399.jpg#1r1e	94096.0	A very young boy sliding down a slide into a swimming pool, wearing blue floaties.	A young boy about to get wet in the swimming pool.	 very young 	 young 	entailment
16022	1303335399.jpg#1r1n	94096.0	A very young boy sliding down a slide into a swimming pool, wearing blue floaties.	A young boy learning how to swim	 very young 	 young 	neutral
16023	vg_len106r3n	15721.0	The animals look very happy and healthy.	There were 2 happy dogs running around.	 very happy 	 happy 	neutral
16024	vg_len106r3e	15721.0	The animals look very happy and healthy.	There was more than one happy animal.	 very happy 	 happy 	entailment
